datetime,serial msg
02-24-2024 12:19:57,"AT+SEND=0,3,GPS"
02-24-2024 12:19:57,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:57,Received: +OK
02-24-2024 12:19:58,GPS
02-24-2024 12:19:58,GPS
02-24-2024 12:19:58,"AT+SEND=0,3,GPS"
02-24-2024 12:19:58,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:58,Received: +OK
02-24-2024 12:19:58,GPS
02-24-2024 12:19:58,GPS
02-24-2024 12:19:58,"AT+SEND=0,3,GPS"
02-24-2024 12:19:58,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:58,Received: +OK
02-24-2024 12:19:59,GPS
02-24-2024 12:19:59,GPS
02-24-2024 12:19:59,"AT+SEND=0,3,GPS"
02-24-2024 12:19:59,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:59,Received: +OK
02-24-2024 12:19:59,GPS
02-24-2024 12:19:59,GPS
02-24-2024 12:19:59,"AT+SEND=0,3,GPS"
02-24-2024 12:19:59,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:19:59,Received: +OK
02-24-2024 12:20:00,GPS
02-24-2024 12:20:00,GPS
02-24-2024 12:20:00,"AT+SEND=0,3,GPS"
02-24-2024 12:20:00,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:00,Received: +OK
02-24-2024 12:20:00,GPS
02-24-2024 12:20:00,GPS
02-24-2024 12:20:00,"AT+SEND=0,3,GPS"
02-24-2024 12:20:00,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:00,Received: +OK
02-24-2024 12:20:01,GPS
02-24-2024 12:20:01,GPS
02-24-2024 12:20:01,"AT+SEND=0,3,GPS"
02-24-2024 12:20:01,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:01,Received: +OK
02-24-2024 12:20:01,GPS
02-24-2024 12:20:01,GPS
02-24-2024 12:20:01,"AT+SEND=0,3,GPS"
02-24-2024 12:20:01,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:01,Received: +OK
02-24-2024 12:20:02,GPS
02-24-2024 12:20:02,GPS
02-24-2024 12:20:02,"AT+SEND=0,3,GPS"
02-24-2024 12:20:02,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:02,Received: +OK
02-24-2024 12:20:02,GPS
02-24-2024 12:20:02,GPS
02-24-2024 12:20:02,"AT+SEND=0,3,GPS"
02-24-2024 12:20:02,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:03,Received: +OK
02-24-2024 12:20:03,GPS
02-24-2024 12:20:03,GPS
02-24-2024 12:20:03,"AT+SEND=0,3,GPS"
02-24-2024 12:20:03,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:03,Received: +OK
02-24-2024 12:20:03,GPS
02-24-2024 12:20:03,GPS
02-24-2024 12:20:03,"AT+SEND=0,3,GPS"
02-24-2024 12:20:03,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:04,Received: +OK
02-24-2024 12:20:04,GPS
02-24-2024 12:20:04,GPS
02-24-2024 12:20:04,"AT+SEND=0,3,GPS"
02-24-2024 12:20:04,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:04,Received: +OK
02-24-2024 12:20:04,GPS
02-24-2024 12:20:04,GPS
02-24-2024 12:20:04,"AT+SEND=0,3,GPS"
02-24-2024 12:20:04,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:05,Received: +OK
02-24-2024 12:20:05,GPS
02-24-2024 12:20:05,GPS
02-24-2024 12:20:05,"AT+SEND=0,3,GPS"
02-24-2024 12:20:05,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:05,Received: +OK
02-24-2024 12:20:05,GPS
02-24-2024 12:20:05,GPS
02-24-2024 12:20:05,"AT+SEND=0,3,GPS"
02-24-2024 12:20:05,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:06,Received: +OK
02-24-2024 12:20:06,GPS
02-24-2024 12:20:06,GPS
02-24-2024 12:20:06,"AT+SEND=0,3,GPS"
02-24-2024 12:20:06,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:06,Received: +OK
02-24-2024 12:20:06,GPS
02-24-2024 12:20:06,GPS
02-24-2024 12:20:06,"AT+SEND=0,3,GPS"
02-24-2024 12:20:06,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:07,Received: +OK
02-24-2024 12:20:07,GPS
02-24-2024 12:20:07,GPS
02-24-2024 12:20:07,"AT+SEND=0,3,GPS"
02-24-2024 12:20:07,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:07,Received: +OK
02-24-2024 12:20:07,GPS
02-24-2024 12:20:07,GPS
02-24-2024 12:20:07,"AT+SEND=0,3,GPS"
02-24-2024 12:20:07,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:08,Received: +OK
02-24-2024 12:20:08,GPS
02-24-2024 12:20:08,GPS
02-24-2024 12:20:08,"AT+SEND=0,3,GPS"
02-24-2024 12:20:08,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:08,Received: +OK
02-24-2024 12:20:08,GPS
02-24-2024 12:20:08,GPS
02-24-2024 12:20:08,"AT+SEND=0,3,GPS"
02-24-2024 12:20:08,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:09,Received: +OK
02-24-2024 12:20:09,GPS
02-24-2024 12:20:09,GPS
02-24-2024 12:20:09,"AT+SEND=0,3,GPS"
02-24-2024 12:20:09,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:09,Received: +OK
02-24-2024 12:20:09,GPS
02-24-2024 12:20:09,GPS
02-24-2024 12:20:09,"AT+SEND=0,3,GPS"
02-24-2024 12:20:09,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:10,Received: +OK
02-24-2024 12:20:10,GPS
02-24-2024 12:20:10,GPS
02-24-2024 12:20:10,"AT+SEND=0,3,GPS"
02-24-2024 12:20:10,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:10,Received: +OK
02-24-2024 12:20:10,GPS
02-24-2024 12:20:10,GPS
02-24-2024 12:20:10,"AT+SEND=0,3,GPS"
02-24-2024 12:20:10,"Sending: AT+SEND=0,3,GPS"
02-24-2024 12:20:11,Received: +OK
02-24-2024 12:20:11,GPS
02-24-2024 12:20:11,GPS
02-24-2024 12:20:11,"AT+SEND=0,3,GPS"
02-24-2024 12:20:11,"Sending: AT+SEND=0,3,GPS"
